passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Tina Wright,08/11/2017 11:04:30 AM,08/11/2017 11:12:53 AM,Cash,1,0.7,7,0,0
Dawn Berg,02/26/2017 10:24:18 AM,02/26/2017 10:39:16 AM,Cash,5,6.35,19.5,4.06,0
Jason Lynch,11/20/2017 9:05:06 PM,11/20/2017 9:44:08 PM,Cash,1,10.05,35.5,9.2,0
Jenny Olson,03/11/2017 12:09:05 PM,03/11/2017 12:31:25 PM,Cash,1,6.7,22.5,0,0
James Rodgers,04/22/2017 5:13:52 PM,04/22/2017 5:21:54 PM,Cash,1,1.93,8,0,0
Richard Hernandez,07/08/2017 11:04:39 AM,07/08/2017 11:19:59 AM,Cash,3,3.6,14,0,0
Mathew Wilson,02/02/2017 6:30:00 PM,02/02/2017 6:46:02 PM,Cash,1,2.07,12,1,0
Andrea Arnold,06/29/2017 11:20:09 AM,06/29/2017 11:49:10 AM,Debit Card,1,6.92,24,1.24,0
Jessica Miller,03/27/2017 11:27:52 PM,03/27/2017 11:33:48 PM,Cash,1,1,6,0,0
Stacy Williams,09/16/2017 2:30:57 PM,09/16/2017 2:38:50 PM,Cash,1,1.2,7.5,0,0
Brian Black,12/20/2017 6:40:46 PM,12/20/2017 7:07:39 PM,Cash,1,3.99,19.5,4.26,0
Wanda Floyd,01/05/2017 5:07:51 PM,01/05/2017 5:14:29 PM,Cash,1,0.6,6,0,0
Carol Phillips MD,02/21/2017 8:03:18 AM,02/21/2017 8:17:47 AM,Credit Card,1,1.5,10.5,2.25,0
Laura Lam,06/26/2017 11:35:47 AM,06/26/2017 11:39:19 AM,Debit Card,1,0.83,5,1.16,0
Brooke Diaz,09/02/2017 5:56:45 PM,09/02/2017 6:03:19 PM,Cash,3,1.06,6.5,0,0
Dana Brooks,06/21/2017 4:32:42 PM,06/21/2017 4:50:48 PM,Cash,1,1.48,11.5,0,0
Elizabeth Oliver,11/07/2017 2:16:55 PM,11/07/2017 2:21:43 PM,Cash,6,0.63,5,0.87,0
Stacey Williams,10/07/2017 11:09:22 PM,10/07/2017 11:13:55 PM,Cash,1,1.32,6,1.46,0
William Yates,05/19/2017 8:20:21 AM,05/19/2017 9:20:30 AM,Credit Card,1,33.92,200.01,51.64,5.76
John Vance,12/31/2017 4:36:29 PM,12/31/2017 4:41:21 PM,Cash,1,0.96,5.5,0,0
Bryan Lynn,12/11/2017 2:38:07 PM,12/11/2017 2:47:02 PM,Debit Card,1,1.1,7.5,1,0
Jessica Hansen,01/06/2017 6:35:11 AM,01/06/2017 7:21:15 AM,Debit Card,1,16.75,52,7.5,5.54
Tiffany House,06/16/2017 11:31:39 AM,06/16/2017 11:49:51 AM,Credit Card,1,2.2,13.5,0,0
Amanda Wright,12/13/2017 10:04:07 PM,12/13/2017 10:11:48 PM,Cash,3,1,6.5,0,0
Anne Harvey,02/15/2017 8:05:52 AM,02/15/2017 8:39:28 AM,Cash,2,18.7,52,0,5.54
Michelle Campbell,05/10/2017 11:43:55 AM,05/10/2017 11:50:23 AM,Credit Card,1,0.5,5.5,0,0
Ryan Adams,12/14/2017 8:02:33 PM,12/14/2017 8:19:36 PM,Cash,1,2,12,2.66,0
Michael Vega,02/19/2017 10:41:22 PM,02/19/2017 10:49:50 PM,Cash,2,1.31,7.5,1.76,0
Tabitha Hammond,03/16/2017 12:09:56 AM,03/16/2017 12:12:37 AM,Debit Card,1,0.71,4.5,1.45,0
Jacob Singh,12/10/2017 10:34:45 PM,12/10/2017 10:49:39 PM,Credit Card,1,3.4,13,2,0
Mark Booth,12/21/2017 9:37:56 PM,12/21/2017 9:58:02 PM,Debit Card,1,4.4,16.5,3.55,0
Marc Williams,07/28/2017 6:45:25 AM,07/28/2017 6:59:19 AM,Cash,5,5.33,17.5,2.56,0
Nathan Martinez,09/05/2017 4:35:12 AM,09/05/2017 4:54:55 AM,Cash,1,9,28,7.01,5.76
Christine Moyer,04/11/2017 2:35:55 PM,04/11/2017 2:39:11 PM,Cash,1,0.5,4.5,1,0
Steven Hanson,04/29/2017 4:40:37 PM,04/29/2017 4:44:59 PM,Cash,1,0.6,5,0,0
Brian Jones,06/23/2017 11:36:54 AM,06/23/2017 12:13:02 PM,Credit Card,1,8.73,32,9.64,5.76
Danielle Bryant,08/17/2017 7:02:42 PM,08/17/2017 7:08:07 PM,Debit Card,2,0.67,5.5,1,0
Carol Taylor,05/27/2017 1:42:11 AM,05/27/2017 1:54:45 AM,Debit Card,1,4.3,14.5,1.58,0
Timothy Baker,06/02/2017 4:15:40 PM,06/02/2017 4:21:42 PM,Cash,1,0.7,6,0,0
Tammy Wright,05/24/2017 9:06:18 AM,05/24/2017 9:16:26 AM,Debit Card,1,1,8,0,0
Matthew Rivera,07/07/2017 11:01:33 PM,07/07/2017 11:04:46 PM,Cash,2,0.7,4.5,2,0
Stephanie Reyes,09/25/2017 9:34:59 AM,09/25/2017 9:44:18 AM,Credit Card,1,1.6,8,2.6,0
Mark Mann,12/29/2017 10:09:41 PM,12/29/2017 10:20:41 PM,Debit Card,1,1.73,9,2.06,0
Deborah Williams,10/11/2017 6:24:16 PM,10/11/2017 6:39:49 PM,Cash,3,2.2,12,2,0
Zachary Bates,04/26/2017 10:01:44 AM,04/26/2017 10:07:54 AM,Cash,1,0.85,6,1.36,0
Brandon Smith,10/11/2017 2:09:46 PM,10/11/2017 2:26:32 PM,Cash,5,1.86,11.5,0,0
Glen Murillo,10/27/2017 11:59:09 PM,10/28/2017 12:15:48 AM,Cash,1,2.3,12.5,4.1,0
Jody Graham,07/07/2017 5:58:50 PM,07/07/2017 6:07:03 PM,Cash,1,1,7,1,0
Paul Cooke,02/18/2017 9:21:44 PM,02/18/2017 9:46:07 PM,Credit Card,1,2.1,15.5,0,0
Patricia Moore,08/16/2017 1:31:30 AM,08/16/2017 1:40:31 AM,Credit Card,4,2.3,9.5,2.16,0
Matthew Barrett,10/09/2017 12:45:26 PM,10/09/2017 12:49:48 PM,Credit Card,1,0.64,5,1.45,0
Kelly Mitchell,09/09/2017 12:11:01 PM,09/09/2017 12:21:43 PM,Credit Card,1,0.93,8.5,0,0
Troy Hancock,06/29/2017 7:35:55 AM,06/29/2017 7:46:00 AM,Cash,1,3.2,11.5,2.45,0
Robert Harrison,11/03/2017 10:33:57 PM,11/03/2017 10:50:56 PM,Cash,1,2.1,12.5,4.1,0
Rachel Rowe,06/13/2017 6:01:49 PM,06/13/2017 6:06:39 PM,Cash,1,0.78,5,1.36,0
Lisa Luna,03/26/2017 12:15:43 AM,03/26/2017 12:29:06 AM,Credit Card,1,3,12,0,0
Kim Fuller,02/12/2017 1:05:19 PM,02/12/2017 1:09:56 PM,Cash,2,0.4,5,0.7,0
Chelsey Reid,05/16/2017 9:10:55 PM,05/16/2017 9:38:37 PM,Cash,1,4.16,19.5,2,0
Brian Tapia,01/13/2017 5:58:42 AM,01/13/2017 6:15:37 AM,Cash,1,4.1,16,0,0
Christian Perez,04/24/2017 4:45:47 PM,04/24/2017 4:56:13 PM,Credit Card,1,1.74,9,1,0
Sonya Griffin,06/22/2017 7:49:44 PM,06/22/2017 7:53:35 PM,Cash,3,0.51,4.5,0,0
Mr. Christopher Roberts,12/18/2017 9:18:50 PM,12/18/2017 9:38:15 PM,Cash,6,1.96,13,2.14,0
Frank Wright,10/21/2017 5:27:43 PM,10/21/2017 5:31:23 PM,Cash,1,0.52,4.5,1.06,0
John Estrada,06/25/2017 7:53:03 PM,06/25/2017 8:21:31 PM,Cash,1,2.39,17.5,4.58,0
Nicholas Wood,09/03/2017 3:30:31 AM,09/03/2017 3:54:04 AM,Cash,1,6.97,22.5,0,0
Natalie Turner,09/07/2017 6:06:36 AM,09/07/2017 6:14:11 AM,Debit Card,1,2.94,9.5,2.06,0
Rachel Guerra,06/20/2017 3:31:54 PM,06/20/2017 4:26:45 PM,Credit Card,1,10.52,41.5,0,5.76
Walter Weaver,02/12/2017 1:06:24 PM,02/12/2017 1:23:31 PM,Cash,2,2.5,13,2.75,0
Jason Bell,12/24/2017 3:22:57 PM,12/24/2017 3:31:08 PM,Debit Card,2,2.1,8.5,1.85,0
Kari Rose,04/10/2017 11:04:00 AM,04/10/2017 11:50:57 AM,Credit Card,1,11.5,40,9.3,5.76
Travis Waller,11/09/2017 3:04:28 PM,11/09/2017 3:07:23 PM,Cash,1,0.62,4.5,0,0
Samantha Hill,01/05/2017 2:26:05 PM,01/05/2017 2:37:59 PM,Debit Card,2,2,9.5,0,0
Andre Gomez,02/14/2017 5:55:04 PM,02/14/2017 6:06:46 PM,Cash,2,1.08,8.5,1,0
Joshua White,06/12/2017 9:58:25 AM,06/12/2017 10:18:16 AM,Credit Card,6,7.75,24.5,4,0
Karen Leon,06/05/2017 5:27:17 AM,06/05/2017 5:32:47 AM,Debit Card,1,1.1,6,0,0
Martin Smith,06/26/2017 8:41:23 PM,06/26/2017 8:43:30 PM,Cash,1,0.5,4,1,0
Ashley Peck,11/05/2017 3:10:59 AM,11/05/2017 3:26:38 AM,Debit Card,0,2.3,11.5,2,0
Rhonda Hensley,03/12/2017 11:12:50 AM,03/12/2017 11:22:52 AM,Credit Card,1,1.89,8.5,0,0
Christine Evans,11/17/2017 4:39:02 PM,11/17/2017 4:52:38 PM,Cash,0,0.9,9.5,2.25,0
Tracy Dalton,01/21/2017 12:54:20 AM,01/21/2017 12:59:13 AM,Cash,1,0.6,5.5,0,0
William Willis,05/28/2017 10:58:14 AM,05/28/2017 11:03:11 AM,Cash,1,1.1,6,1.7,0
Kim Hill,12/09/2017 5:33:47 PM,12/09/2017 5:38:12 PM,Cash,1,0.76,5.5,0,0
Brandon Mills,04/01/2017 10:29:54 AM,04/01/2017 10:37:28 AM,Cash,2,1.24,7,1,0
Andrew Hall,10/04/2017 12:46:11 AM,10/04/2017 12:55:47 AM,Debit Card,1,2.2,9.5,1,0
Elizabeth Fields,02/22/2017 11:14:27 PM,02/22/2017 11:36:34 PM,Cash,1,5.3,19.5,6.2,0
Edward Sanchez,09/12/2017 4:52:56 PM,09/12/2017 4:56:04 PM,Debit Card,1,0.42,4,1.45,0
Harold Cain,02/22/2017 10:41:58 PM,02/22/2017 10:46:20 PM,Cash,3,1.26,6,1.82,0
Brittany Wells,11/19/2017 8:07:57 PM,11/19/2017 8:14:25 PM,Cash,1,1.73,7.5,0.88,0
Robin King,11/07/2017 9:23:36 PM,11/07/2017 9:30:41 PM,Debit Card,2,0.8,6.5,1.55,0
Nicholas Atkins,07/08/2017 1:08:08 PM,07/08/2017 1:14:06 PM,Credit Card,1,0.89,5.5,1.58,0
Paul Boyd,07/27/2017 10:19:22 PM,07/27/2017 10:33:30 PM,Credit Card,6,3.01,12.5,2.76,0
Wendy Nichols,08/15/2017 6:48:55 PM,08/15/2017 7:14:03 PM,Credit Card,1,4.44,19,3.5,0
Steven Sparks,12/28/2017 8:13:17 PM,12/28/2017 8:22:34 PM,Credit Card,5,1.6,8.5,1.96,0
Ralph Pennington,06/10/2017 10:16:41 PM,06/10/2017 11:00:34 PM,Cash,1,4.59,26,0,0
Mark Johnson,08/03/2017 9:03:58 PM,08/03/2017 9:25:35 PM,Credit Card,5,3.19,14,3.06,0
Lindsey Blair,06/07/2017 6:20:43 PM,06/07/2017 6:33:47 PM,Debit Card,1,1.6,10,2.35,0
Jeffery Clark,12/10/2017 2:59:41 PM,12/10/2017 3:29:10 PM,Cash,2,3.4,19.5,0,0
Karen Larsen,03/01/2017 1:17:03 PM,03/01/2017 1:30:33 PM,Credit Card,1,1.46,10,2.16,0
Richard Maxwell,10/18/2017 11:06:43 PM,10/18/2017 11:13:47 PM,Cash,2,2.36,9,1,0
Gregory Lester,09/24/2017 10:29:27 PM,09/24/2017 10:51:36 PM,Debit Card,1,5.5,19.5,4.16,0
Tina Perez,12/15/2017 12:55:33 PM,12/15/2017 1:11:06 PM,Credit Card,1,1.74,10.5,0,0
Theresa Perez,07/06/2017 8:11:35 AM,07/06/2017 8:25:59 AM,Cash,1,2.4,11.5,1.23,0
Jenna Hernandez,02/04/2017 3:21:05 PM,02/04/2017 3:27:25 PM,Credit Card,6,0.69,6,1,0
Judith Dixon MD,06/03/2017 4:42:10 AM,06/03/2017 5:07:01 AM,Credit Card,1,5.55,21,0,0
Samantha Vasquez,12/06/2017 7:25:05 PM,12/06/2017 8:08:25 PM,Cash,4,18.6,52,0,5.76
Katrina Hunt,08/25/2017 7:42:53 PM,08/25/2017 8:07:55 PM,Cash,1,4.91,19.5,4.26,0
Gregory Hardin,09/28/2017 12:01:09 AM,09/28/2017 12:08:43 AM,Cash,5,2,8.5,2.94,0
Courtney Medina,06/23/2017 2:25:17 PM,06/23/2017 2:34:11 PM,Cash,1,0.76,7,1.56,0
Duane Ferguson,12/16/2017 4:42:11 PM,12/16/2017 5:14:25 PM,Cash,1,6.2,24,0,0
Robin Adams,03/13/2017 9:55:57 AM,03/13/2017 10:23:06 AM,Credit Card,1,2.81,18,2,0
Jason Parrish,04/13/2017 7:20:10 AM,04/13/2017 7:32:32 AM,Credit Card,2,2.06,10,2.16,0
Dr. Kimberly Allen PhD,04/16/2017 6:38:13 PM,04/16/2017 6:57:56 PM,Debit Card,1,3.66,15.5,0,0
Laura Bass,03/04/2017 9:04:40 AM,03/04/2017 9:24:07 AM,Cash,1,4.7,17.5,1,0
Amanda Guzman,04/12/2017 8:10:13 AM,04/12/2017 8:25:02 AM,Cash,1,10.5,36,0,0
Joseph Figueroa,05/27/2017 9:08:04 PM,05/27/2017 9:17:46 PM,Cash,2,1.14,8,2.79,0
Elizabeth Holmes,11/29/2017 4:12:33 PM,11/29/2017 4:18:55 PM,Debit Card,1,0.8,6,1.55,0
Beth Garcia,01/06/2017 9:54:22 AM,01/06/2017 10:13:01 AM,Credit Card,2,9.2,27.5,6.75,5.54
Keith Leblanc,12/29/2017 8:10:46 PM,12/29/2017 8:21:32 PM,Debit Card,3,2.84,10.5,2.36,0
Mr. William Allen,11/29/2017 2:58:46 PM,11/29/2017 3:09:11 PM,Cash,1,0.8,8,1.75,0
Ann Hunt,05/18/2017 9:07:33 PM,05/18/2017 9:25:27 PM,Cash,1,1.9,12.5,4.1,0
Ashley Montgomery,06/10/2017 12:09:00 PM,06/10/2017 12:18:10 PM,Credit Card,1,1.1,7.5,0,0
Jackson Skinner,08/11/2017 3:45:39 PM,08/11/2017 3:51:29 PM,Credit Card,1,0.74,5.5,1,0
Diana Morse,09/17/2017 9:35:31 PM,09/17/2017 10:07:13 PM,Cash,1,16.8,52,3,5.76
Richard Tucker,08/22/2017 8:09:41 PM,08/22/2017 8:18:34 PM,Cash,1,1.28,7.5,1.76,0
Catherine Anderson,10/17/2017 7:05:14 PM,10/17/2017 7:10:20 PM,Cash,1,0.78,5.5,1.46,0
Adrienne Wilkins MD,03/03/2017 7:26:27 PM,03/03/2017 7:32:16 PM,Cash,1,1.03,6,1.56,0
Joel Johnson,03/13/2017 11:49:20 PM,03/14/2017 12:16:46 AM,Debit Card,1,12.34,36.5,0,0
Matthew Blake,02/23/2017 9:21:25 AM,02/23/2017 9:21:57 AM,Cash,1,0,1,0,0
Jason Jones,07/25/2017 7:10:26 AM,07/25/2017 7:19:45 AM,Credit Card,1,2.7,10,2.15,0
Steven Beard,02/28/2017 6:18:11 AM,02/28/2017 6:29:47 AM,Cash,1,3.5,12,0,0
Debbie Moreno,10/23/2017 1:04:25 PM,10/23/2017 1:45:34 PM,Cash,1,8.18,33.5,5,5.76
William Weaver,07/12/2017 4:03:05 PM,07/12/2017 4:10:59 PM,Cash,3,1.23,7,1.76,0
Laura Peters,07/16/2017 1:50:12 PM,07/16/2017 1:55:30 PM,Debit Card,1,1.18,6,1.36,0
Amanda Jones,05/12/2017 6:29:52 PM,05/12/2017 6:36:20 PM,Cash,1,1.4,7,1,0
Seth Taylor,05/05/2017 7:50:47 AM,05/05/2017 8:13:15 AM,Cash,5,3.55,16,4.2,0
Katherine Guzman,04/03/2017 9:56:57 AM,04/03/2017 9:57:18 AM,Credit Card,1,11.9,52,0,5.76
Curtis Blair,05/13/2017 3:07:04 AM,05/13/2017 3:18:15 AM,Debit Card,1,2.1,10,2.25,0
Diane Rivera,05/14/2017 9:59:40 PM,05/14/2017 10:32:21 PM,Debit Card,2,6,26,5.45,0
Robert Boyd,03/23/2017 10:47:37 PM,03/23/2017 10:59:18 PM,Cash,1,6.5,19.5,3.12,0
Austin Long,03/04/2017 2:31:47 PM,03/04/2017 2:35:52 PM,Debit Card,1,0.94,5,1.16,0
Kevin Stephens,04/04/2017 6:22:33 PM,04/04/2017 7:00:04 PM,Cash,1,17.4,52,12.6,5.76
Denise Larson,08/17/2017 2:45:57 PM,08/17/2017 2:53:59 PM,Cash,1,0.9,6.5,1.8,0
Steven Moyer,09/03/2017 5:37:56 PM,09/03/2017 5:44:49 PM,Debit Card,1,1.06,6.5,0,0
Christopher Roth,09/25/2017 5:46:45 PM,09/25/2017 5:51:15 PM,Debit Card,1,0.73,5,0,0
Nicholas Kelley,07/20/2017 6:49:47 PM,07/20/2017 7:14:43 PM,Credit Card,1,1.4,15,3.02,0
Karen Chan,04/30/2017 3:41:38 AM,04/30/2017 4:18:45 AM,Cash,2,10,33.5,8.7,0
Sarah Garcia,06/23/2017 12:15:01 PM,06/23/2017 12:34:34 PM,Cash,1,3.53,15,1.2,0
Jeffrey Mcintyre,12/12/2017 1:42:44 PM,12/12/2017 1:46:43 PM,Debit Card,1,0.4,4.5,1.05,0
Shawn Ingram,05/03/2017 2:35:56 PM,05/03/2017 2:40:23 PM,Credit Card,1,0.7,5,1.15,0
Calvin Guzman,08/14/2017 10:03:24 PM,08/14/2017 10:03:35 PM,Debit Card,2,0.03,2.5,0,0
Douglas Henson,03/20/2017 2:47:17 PM,03/20/2017 3:15:23 PM,Cash,1,3.62,19.5,0,0
Terrence Walker,10/16/2017 12:42:10 PM,10/16/2017 1:05:10 PM,Debit Card,5,3.67,17,0,0
Jennifer Johnson,05/15/2017 12:24:12 PM,05/15/2017 12:54:51 PM,Debit Card,1,5.82,24.5,1,0
Craig Moore,05/20/2017 12:21:03 AM,05/20/2017 12:28:21 AM,Credit Card,1,0.6,6,0,0
Joseph Campbell,06/10/2017 6:13:33 PM,06/10/2017 6:21:30 PM,Cash,2,1.66,8,0,0
Jason Smith,07/10/2017 6:20:29 PM,07/10/2017 6:29:08 PM,Credit Card,1,1.5,8,2.45,0
Donna Dalton,05/25/2017 4:07:36 PM,05/25/2017 4:12:55 PM,Debit Card,1,0.57,5,1,0
Raven Nelson MD,06/19/2017 7:48:47 PM,06/19/2017 7:55:31 PM,Cash,2,0.85,6,0,0
Colleen Newman,09/14/2017 9:19:18 PM,09/14/2017 9:24:00 PM,Credit Card,1,0.9,5.5,1.35,0
Stacey White,12/31/2017 3:20:22 PM,12/31/2017 3:33:49 PM,Debit Card,1,2.4,11,0,0
Mariah Sandoval,01/17/2017 6:51:03 PM,01/17/2017 7:03:08 PM,Cash,3,1.7,9.5,0,0
Kyle Harris,05/16/2017 11:57:57 AM,05/16/2017 12:15:43 PM,Debit Card,1,1.9,12,2.55,0
Michael Phillips,03/26/2017 9:04:11 PM,03/26/2017 9:16:47 PM,Cash,1,2.23,10.5,2.36,0
William West,01/08/2017 12:59:50 PM,01/08/2017 1:11:04 PM,Debit Card,1,1.36,8.5,2.32,0
Diana Chen,03/16/2017 11:06:11 PM,03/16/2017 11:20:29 PM,Credit Card,1,2.82,12,2.66,0
Jonathan Murillo,05/20/2017 11:03:21 PM,05/20/2017 11:50:43 PM,Credit Card,3,8,35,0,0
Erik Peterson,06/30/2017 6:33:21 PM,06/30/2017 6:47:26 PM,Credit Card,1,1.99,11,1.92,0
George Soto,03/10/2017 1:47:37 AM,03/10/2017 2:01:47 AM,Debit Card,2,2.57,11.5,0,0
Robert Brown,06/16/2017 6:23:40 AM,06/16/2017 6:40:13 AM,Debit Card,1,6.7,21.5,4.46,0
Frank Stone,04/09/2017 7:37:33 PM,04/09/2017 7:55:42 PM,Cash,1,2.5,13,2.75,0
Jennifer Kane,06/25/2017 3:21:43 AM,06/25/2017 3:32:38 AM,Cash,1,2.89,11.5,3.2,0
Audrey Robinson,05/09/2017 9:01:45 PM,05/09/2017 9:20:57 PM,Cash,1,3.1,15,4.85,0
Karen Robinson,11/17/2017 7:17:03 AM,11/17/2017 7:44:51 AM,Cash,1,7.41,25.5,0,0
Sheryl Miller,11/06/2017 2:34:49 PM,11/06/2017 2:45:25 PM,Cash,6,1.89,9.5,1,0
Derek Evans,04/28/2017 2:36:49 PM,04/28/2017 2:42:53 PM,Cash,1,0.7,6,1.35,0
Ruben Morrow,12/11/2017 1:21:03 PM,12/11/2017 1:31:01 PM,Credit Card,1,1,7.5,1.65,0
Jamie Hernandez,05/06/2017 2:44:06 PM,05/06/2017 2:54:58 PM,Cash,1,1.53,9,1.96,0
Joshua Booth,01/13/2017 8:56:49 AM,01/13/2017 10:19:28 AM,Cash,1,2.31,44,8.96,0
Emily Hayes,12/04/2017 9:36:59 PM,12/04/2017 9:43:54 PM,Credit Card,1,0.96,6.5,2.34,0
Kyle Roy,03/13/2017 7:15:01 PM,03/13/2017 7:38:34 PM,Cash,1,3.63,17,3.76,0
Mary Cruz,07/15/2017 7:59:25 PM,07/15/2017 8:16:09 PM,Credit Card,2,4,15,1,0
Jasmine Martin,02/16/2017 11:58:27 AM,02/16/2017 12:06:47 PM,Cash,1,1.6,8,1.75,0
Joshua Peterson,04/20/2017 12:49:52 PM,04/20/2017 1:07:03 PM,Debit Card,1,0.9,11,3.5,0
Jacqueline Evans,01/01/2017 5:58:34 PM,01/01/2017 6:04:27 PM,Debit Card,1,3.6,11.5,0,0
Bryan Johnson,01/15/2017 4:24:22 PM,01/15/2017 4:37:25 PM,Cash,2,1.7,10,0,0
Peter Marshall,08/15/2017 9:58:02 PM,08/15/2017 10:08:00 PM,Credit Card,1,1.6,8.5,1.95,0
Jasmine Morris,03/01/2017 2:35:55 AM,03/01/2017 2:38:37 AM,Credit Card,1,0.4,4,0,0
Gregory Snyder,02/18/2017 4:24:55 PM,02/18/2017 4:42:21 PM,Debit Card,1,1.91,12,2.56,0
Hayley Spencer,08/18/2017 5:30:05 AM,08/18/2017 5:47:55 AM,Credit Card,3,7.36,23,4.86,0
Kaitlin Bowers,04/05/2017 1:41:38 AM,04/05/2017 1:46:57 AM,Cash,1,1.34,6.5,0,0
Madison Randolph,12/01/2017 12:34:58 AM,12/01/2017 12:41:15 AM,Cash,5,1.15,6,0,0
Mrs. Ashley Avila,01/26/2017 7:12:24 PM,01/26/2017 7:35:14 PM,Cash,1,5.35,19.5,4.26,0
Abigail Schultz,12/28/2017 11:13:33 PM,12/28/2017 11:19:52 PM,Cash,2,0.43,5.5,0,0
Timothy Wells,11/18/2017 12:47:03 AM,11/18/2017 1:00:49 AM,Debit Card,4,2.83,12,2.66,0
Erin Taylor,02/12/2017 4:59:52 PM,02/12/2017 5:13:16 PM,Cash,1,3,12.5,0,0
Aaron Carpenter,08/07/2017 9:04:22 PM,08/07/2017 9:19:52 PM,Cash,2,3.55,14,0,0
Nicholas Humphrey,08/13/2017 1:33:49 PM,08/13/2017 1:40:21 PM,Cash,1,0.73,6,2.04,0
Rebecca Lindsey,06/16/2017 5:26:48 PM,06/16/2017 5:29:52 PM,Cash,1,0.9,4.5,1.25,0
Jessica Morton,02/13/2017 5:09:56 AM,02/13/2017 5:35:15 AM,Cash,3,7.08,23.5,0,0
Ronald Lopez,09/01/2017 6:16:52 PM,09/01/2017 6:23:29 PM,Debit Card,1,0.93,6,1.4,0
Jeffery Green,07/21/2017 5:54:12 AM,07/21/2017 6:01:37 AM,Credit Card,1,1.6,8,0,0
Wayne Patton,11/19/2017 4:38:17 PM,11/19/2017 4:47:09 PM,Cash,1,1.3,8,1.75,0
Samantha Lee,09/17/2017 2:54:29 PM,09/17/2017 3:20:59 PM,Cash,5,1.96,16.5,3.46,0
Troy Mitchell,04/02/2017 3:02:33 AM,04/02/2017 3:14:22 AM,Debit Card,2,2.25,10,0,0
Lisa Wilson,03/05/2017 1:48:51 PM,03/05/2017 2:07:56 PM,Cash,1,5.86,21,0,0
Daniel Reeves,12/09/2017 5:27:42 AM,12/09/2017 5:33:49 AM,Cash,1,0.7,5.5,0,0
John Davila,07/26/2017 1:26:55 PM,07/26/2017 1:43:31 PM,Debit Card,1,1.8,12,3.2,0
Eric Spence,11/25/2017 6:05:31 PM,11/25/2017 6:24:07 PM,Cash,1,2.19,13,2.76,0
Patrick Jordan,12/02/2017 12:30:44 AM,12/02/2017 12:43:40 AM,Cash,2,3.96,13.5,0,0
Michael Bass,07/02/2017 2:52:19 AM,07/02/2017 3:05:40 AM,Cash,1,3.73,13,0,0
Kimberly Hoffman,06/03/2017 9:14:41 PM,06/03/2017 9:20:31 PM,Cash,1,0.8,5.5,1.35,0
Sara Hall,02/17/2017 7:29:56 PM,02/17/2017 7:47:26 PM,Credit Card,1,2.7,13.5,3.05,0
Christian Rodriguez,08/30/2017 7:13:23 AM,08/30/2017 7:34:46 AM,Cash,1,10.93,31,7.51,5.76
Jennifer Duke,06/07/2017 8:26:43 PM,06/07/2017 8:32:11 PM,Debit Card,1,0.7,5.5,1.35,0
Maria Miller,01/31/2017 3:30:39 PM,01/31/2017 3:49:37 PM,Cash,1,2.35,13,0,0
Isaac Rodriguez,11/24/2017 2:49:01 PM,11/24/2017 2:53:09 PM,Cash,2,1.36,6,1,0
Meredith Miller DDS,08/12/2017 6:48:49 PM,08/12/2017 6:52:37 PM,Debit Card,1,0.6,5,0,0
Robert Daniels,02/07/2017 7:43:44 PM,02/07/2017 7:53:59 PM,Credit Card,2,1.4,8.5,2.06,0
Ashley Brown,09/17/2017 5:23:00 PM,09/17/2017 5:45:52 PM,Credit Card,1,2.8,16,0,0
David Wilson,03/30/2017 7:56:31 PM,03/30/2017 7:56:31 PM,Cash,3,0,2.5,0,0
Ryan Robertson,09/21/2017 10:19:58 PM,09/21/2017 10:51:41 PM,Cash,1,14,41.5,8.55,0
Dawn Weeks,09/30/2017 7:07:50 PM,09/30/2017 7:11:48 PM,Cash,1,0.6,5,1.15,0
Patrick Vargas,08/16/2017 4:23:03 PM,08/16/2017 4:27:34 PM,Credit Card,1,0.63,5,0,0
Laura Thompson,04/03/2017 11:36:24 AM,04/03/2017 11:40:06 AM,Credit Card,2,0.5,4.5,0,0
John Robinson,01/20/2017 6:22:18 PM,01/20/2017 6:33:09 PM,Cash,1,1.37,9,2.7,0
Ryan Sanders,01/15/2017 2:39:36 PM,01/15/2017 3:04:19 PM,Cash,1,6.6,23.5,4.85,0
Kelly Mejia,01/22/2017 11:11:19 AM,01/22/2017 11:19:41 AM,Cash,1,1.4,8,1.75,0
Samantha Franklin,10/30/2017 3:29:49 PM,10/30/2017 3:51:28 PM,Debit Card,2,1.5,13.5,2.85,0
David Hudson,04/09/2017 11:08:34 PM,04/09/2017 11:17:53 PM,Credit Card,1,1.26,8,2.32,0
Briana Ruiz,04/20/2017 4:27:46 PM,04/20/2017 4:51:24 PM,Credit Card,1,3.27,17.5,3.86,0
Corey Koch,07/16/2017 3:51:20 PM,07/16/2017 5:01:47 PM,Cash,1,18.2,52,0,5.76
Christopher Anderson,12/18/2017 8:34:51 PM,12/18/2017 8:47:16 PM,Cash,2,1.2,9,0,0
Michael Ward,02/15/2017 9:49:54 AM,02/15/2017 10:22:09 AM,Credit Card,3,7.05,26.5,5.46,0
Angela Dougherty,06/17/2017 7:35:43 PM,06/17/2017 7:58:31 PM,Credit Card,1,3.1,16,0,0
Roger Mata,09/17/2017 1:11:39 PM,09/17/2017 1:35:25 PM,Debit Card,1,4.85,19.5,5.08,0
